LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_CompShg,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt_gt_1990,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,SalePrice,Condition_Artery,Condition_Feedr,Condition_Norm,Condition_PosA,Condition_PosN,Condition_RRAe,Condition_RRAn,Condition_RRNe,Condition_RRNn,Exterior_AsbShng,Exterior_AsphShn,Exterior_BrkComm,Exterior_BrkFace,Exterior_CBlock,Exterior_CemntBd,Exterior_HdBoard,Exterior_ImStucc,Exterior_MetalSd,Exterior_Plywood,Exterior_Stone,Exterior_Stucco,Exterior_VinylSd,Exterior_Wd Sdng,Exterior_WdShing,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Hip,RoofStyle_Other,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc
94.0,13005,1,3,1,0,7,7,1980,1980,1,278.0,4,3,4,3,1,6,692,1,0,153,845,1,3,1,5,1153,1200,0,2353,1,0,2,1,4,1,5,10,8,1,3,5,0,2,2,484,3,3,2,288,195,0,0,0,0,0,4,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
86.0,13286,1,3,0,0,9,5,2007,2008,1,340.0,5,3,5,3,1,6,1234,1,0,464,1698,1,5,1,5,1698,0,0,1698,1,0,2,0,3,1,5,8,8,1,4,5,1,3,3,768,3,3,2,327,64,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
60.0,6155,1,3,4,0,6,8,1920,1999,1,0.0,3,3,2,2,2,1,0,1,0,611,611,1,5,1,5,751,611,0,1362,0,0,2,0,3,1,3,6,8,0,0,1,0,3,2,502,3,2,2,0,0,84,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
102.0,15863,0,3,1,0,7,3,1920,1970,1,0.0,3,3,3,3,1,6,523,1,0,301,824,1,5,1,5,1687,998,397,3082,1,0,2,1,5,1,3,12,8,2,3,4,0,3,2,672,3,3,2,136,63,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60.0,6911,0,3,3,0,5,5,1924,1950,1,0.0,3,3,3,3,2,2,405,1,0,740,1145,1,3,1,5,1301,0,0,1301,0,0,1,0,2,1,2,5,7,0,0,1,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
60.0,7024,0,3,0,0,5,5,2005,2006,1,0.0,3,3,5,4,1,5,980,1,0,110,1090,1,4,1,5,1090,0,0,1090,1,0,1,1,2,1,3,5,8,0,0,5,1,3,2,450,3,3,2,0,49,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
65.0,10482,0,3,0,0,6,8,1958,1958,1,63.0,3,4,3,3,3,6,507,1,0,81,588,1,5,1,5,1138,0,0,1138,0,1,1,0,3,1,3,6,8,0,0,5,0,2,1,264,3,3,2,224,0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
0.0,16669,1,3,1,0,8,6,1981,1981,0,653.0,4,3,4,3,1,1,0,1,0,1686,1686,1,3,1,5,1707,0,0,1707,0,0,2,1,2,1,3,6,8,1,3,5,0,2,2,511,3,3,2,574,64,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
0.0,12800,0,0,0,1,7,5,1989,1989,1,145.0,4,3,4,3,4,6,1518,1,0,0,1518,1,4,1,5,1644,0,0,1644,1,1,2,0,2,1,4,5,8,1,3,5,0,3,2,569,3,3,2,80,0,0,0,396,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
60.0,6600,0,3,0,0,5,9,1982,2008,1,0.0,4,4,3,3,1,5,641,1,0,175,816,1,5,1,5,816,0,0,816,0,1,1,0,3,1,4,5,8,1,5,5,0,1,1,264,3,3,2,0,0,0,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50.0,6000,0,3,0,0,5,4,1954,1954,1,0.0,3,3,3,3,1,1,0,1,0,811,811,1,3,1,4,811,576,0,1387,0,0,2,0,3,2,4,7,8,0,0,3,0,1,1,256,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37.0,4435,0,3,0,0,6,5,2004,2004,1,169.0,4,3,4,3,2,6,662,1,0,186,848,1,5,1,5,848,0,0,848,1,0,1,0,1,1,4,3,8,1,4,5,1,2,2,420,3,3,2,140,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,13526,1,3,2,0,5,6,1965,1965,1,114.0,3,3,3,3,1,4,560,2,375,0,935,1,3,1,5,935,0,0,935,1,0,1,0,3,1,3,5,8,0,0,5,0,1,1,288,3,3,2,180,0,0,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
78.0,10140,0,3,0,0,7,5,1976,1976,1,0.0,3,3,4,3,1,6,194,1,0,638,832,1,3,1,5,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,3,5,0,2,2,528,3,3,2,0,28,0,0,259,0,0,2,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
60.0,7200,0,3,0,0,5,7,1950,1950,1,0.0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,3,1040,0,0,1040,0,0,1,0,2,1,3,5,8,0,0,1,0,1,2,625,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
85.0,10574,0,3,0,0,8,5,2005,2006,1,0.0,4,3,4,3,2,1,0,1,0,1082,1082,1,5,1,5,1082,871,0,1953,0,0,2,1,3,1,4,9,8,1,4,5,1,2,3,1043,3,3,2,160,50,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
60.0,10800,0,3,0,0,5,6,1915,1950,1,0.0,3,4,2,3,1,2,686,1,0,0,686,1,3,1,5,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,0,1,0,1,1,416,3,3,2,0,0,196,0,0,0,0,0,1200,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
70.0,13300,0,3,0,0,5,7,1956,2000,1,0.0,3,3,4,3,1,3,377,1,0,551,928,1,3,1,5,928,0,0,928,0,0,1,0,2,1,3,4,8,0,0,5,0,1,1,252,3,3,2,261,0,156,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
80.0,9600,0,3,0,0,5,7,1950,2007,1,0.0,4,3,3,3,1,5,607,1,0,506,1113,1,4,1,5,1113,0,0,1113,0,0,1,0,3,1,4,5,8,1,4,5,0,1,1,264,3,3,2,0,80,120,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,8880,1,3,0,0,7,5,1994,2002,1,0.0,4,3,4,3,1,6,695,1,0,253,948,1,5,1,5,1222,888,0,2110,1,0,2,1,3,1,4,8,8,2,2,5,1,2,2,463,3,3,2,0,130,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
24.0,2368,0,3,0,0,5,6,1970,1970,1,312.0,3,3,3,3,1,2,765,1,0,0,765,1,3,1,5,765,600,0,1365,0,0,1,1,3,1,3,7,7,0,0,5,0,1,2,440,3,3,2,0,36,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
40.0,4280,0,3,0,0,5,6,1913,2002,1,0.0,3,3,3,3,1,2,365,1,0,75,440,1,3,0,5,694,0,0,694,0,0,1,0,2,1,4,4,8,1,4,1,1,1,1,352,4,3,1,0,0,34,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
72.0,8872,0,3,1,0,5,8,1965,2008,1,300.0,3,3,3,3,1,5,595,1,0,317,912,1,5,1,5,912,0,0,912,1,0,1,0,2,1,4,5,8,0,0,1,1,1,2,576,3,3,2,0,240,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,8068,1,3,0,0,6,5,2002,2002,1,0.0,4,3,4,3,1,1,0,1,0,1010,1010,1,5,1,5,1010,1257,0,2267,0,0,2,1,4,1,4,8,8,1,3,3,1,2,2,390,3,3,2,120,46,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0.0,9945,1,3,0,0,5,5,1961,1961,1,57.0,3,3,3,3,1,3,827,1,0,161,988,1,3,1,5,988,0,0,988,1,0,1,0,3,1,3,5,8,0,0,1,0,1,2,572,3,3,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
62.0,7415,1,3,0,0,6,5,2004,2004,1,0.0,3,3,3,3,1,6,759,1,0,80,839,1,5,1,5,864,729,0,1593,1,0,2,1,3,1,3,8,8,1,3,5,1,3,2,398,3,3,2,100,75,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
76.0,9120,0,3,0,0,6,6,1974,1974,1,270.0,4,3,3,3,1,5,442,1,0,459,901,1,3,1,5,943,933,0,1876,0,0,2,1,4,1,4,8,8,1,3,5,0,2,2,540,4,3,2,0,69,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
98.0,8820,0,3,1,0,5,6,1890,1996,1,0.0,3,3,3,3,1,2,1088,1,0,0,1088,1,3,1,5,1188,561,120,1869,0,0,1,0,2,1,3,7,8,0,0,1,0,1,2,456,3,3,2,48,0,244,0,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
71.0,7795,1,3,0,0,7,5,2004,2005,1,0.0,4,3,4,3,1,6,425,1,0,291,716,1,5,1,5,716,716,0,1432,1,0,2,1,3,1,4,6,8,1,4,5,1,3,2,432,3,3,2,100,51,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0.0,3072,0,3,0,0,7,5,2004,2004,1,18.0,4,3,4,3,1,1,0,1,0,1375,1375,1,5,1,5,1414,0,0,1414,0,0,2,0,2,1,4,6,8,1,3,5,1,3,2,398,3,3,2,144,20,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
80.0,9920,0,3,0,0,5,5,1954,1954,1,110.0,3,3,3,3,1,3,354,2,290,412,1056,1,3,1,5,1063,0,0,1063,1,0,1,0,3,1,3,6,8,0,0,5,0,2,1,280,3,3,2,0,0,164,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
50.0,6000,0,3,0,0,4,4,1920,1950,1,0.0,3,3,3,3,1,5,250,1,0,710,960,1,4,1,4,960,0,0,960,0,0,1,0,2,1,2,5,8,0,0,1,1,1,1,308,3,3,2,0,0,168,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
75.0,9825,0,3,0,0,5,5,1965,1965,1,0.0,3,3,0,0,0,0,0,0,0,0,0,1,3,0,5,1664,0,0,1664,0,0,2,0,4,2,3,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0.0,9636,1,3,1,0,6,5,1992,1993,1,0.0,3,3,4,3,1,1,0,1,0,808,808,1,4,1,5,808,785,0,1593,0,0,2,1,3,1,3,7,8,1,3,3,1,2,2,389,3,3,2,342,40,0,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
70.0,7700,0,3,1,0,5,5,1972,1972,1,0.0,3,3,3,3,1,2,138,3,468,276,882,1,3,1,5,882,0,0,882,1,0,1,0,3,1,3,5,8,0,0,1,0,1,2,461,3,3,2,96,0,0,0,0,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
70.0,8400,0,3,0,0,6,6,1980,1981,1,130.0,3,3,4,3,1,1,0,1,0,650,650,1,3,1,5,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,3,5,0,1,2,476,3,3,2,0,50,0,0,204,0,0,3,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
107.0,11362,1,3,0,0,8,5,2004,2005,1,42.0,4,3,5,3,2,6,1039,1,0,797,1836,1,5,1,5,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,4,5,1,3,3,862,3,3,2,125,185,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.0,11050,0,3,0,0,9,5,2000,2000,1,204.0,4,3,5,3,2,6,904,1,0,536,1440,1,5,1,5,1476,677,0,2153,1,0,2,1,3,1,5,8,8,2,5,5,1,3,3,736,3,3,2,253,142,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
63.0,7875,0,3,0,0,7,5,2003,2003,1,0.0,4,3,4,3,1,1,0,1,0,783,783,1,5,1,5,807,702,0,1509,0,0,2,1,3,1,4,8,8,1,4,5,1,3,2,393,3,3,2,0,75,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
120.0,19296,0,3,1,0,6,5,1962,1962,1,399.0,3,3,3,3,4,3,672,5,690,0,1362,1,3,1,5,1382,0,0,1382,1,0,1,0,3,1,3,6,8,1,3,5,1,1,2,884,3,3,2,0,0,252,0,0,0,0,2,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
56.0,14720,1,3,2,0,8,5,1995,1996,1,579.0,4,3,4,3,3,6,816,1,0,1217,2033,1,5,1,5,2053,1185,0,3238,1,0,2,1,4,1,4,9,8,1,5,5,1,3,3,666,3,3,2,283,86,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
88.0,12803,1,3,0,0,7,5,2002,2002,1,99.0,4,3,4,3,2,6,922,1,0,572,1494,1,5,1,5,1494,0,0,1494,1,0,2,0,3,1,4,6,8,1,3,5,1,2,2,530,3,3,2,192,36,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
